plotID,pointID,country,state,county,domain,domainID,siteName,siteID,plotType,subtype,subSpec,plotSize,plotDim,latitude,longitude,datum,utmZone,easting,northing,horzUncert,elevation,vertUncert,minElev,maxElev,slope,aspect,nlcdClass,soilOrder,coordSrc,date,gpsLogs,plotPdop,plotHdop,appMods,plotEdge
ABBY_030,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.772435000000000,-122.316395000000000,WGS84,10N,553149.702000000000000,5068991.247999990000000,0.290000000000000,377.139999999999000,0.350000000000000,369.420000000000000,379.800000000000000,9.980000000000000,45.000000000000000,mixedForest,Andisols,Geo 7X (H-Star),20160616,"1,253",12.300000000000000,5.700000000000000,div,40.000000000000000
ABBY_014,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.751185999999900,-122.317373000000000,WGS84,10N,553093.765000000000000,5066629.740000000000000,0.360000000000000,466.019999999999000,0.400000000000000,450.319999999999000,481.290000000000000,24.230000000000000,225.000000000000000,evergreenForest,Inceptisols,Geo 7X (H-Star),20160613,"1,210",159.500000000000000,89.000000000000000,brd|cdw|cfc|dhp|div|hbp|vst,40.000000000000000
ABBY_029,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.764080999999900,-122.313750999999000,WGS84,10N,553363.209000000000000,5068064.747999990000000,0.280000000000000,359.899999999999000,0.270000000000000,354.600000000000000,359.970000000000000,6.840000000000000,44.799999999999900,mixedForest,Andisols,Geo 7X (H-Star),20160608,618,7.000000000000000,4.200000000000000,div,40.000000000000000
ABBY_006,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.754052999999900,-122.298512000000000,WGS84,10N,554557.952999999000000,5066960.964999990000000,0.220000000000000,534.210000000000000,0.220000000000000,517.309999999999000,543.120000000000000,24.230000000000000,225.000000000000000,evergreenForest,Andisols,Geo 7X (H-Star),20160520,306,5.400000000000000,2.600000000000000,bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,40.000000000000000
ABBY_001,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.772618999999900,-122.346368999999000,WGS84,10N,550819.025000000000000,5068992.139999990000000,0.260000000000000,302.620000000000000,0.300000000000000,297.449999999999000,307.649999999999000,7.800000000000000,135.000000000000000,evergreenForest,Andisols,Geo 7X (H-Star),20160511,641,3.900000000000000,2.400000000000000,bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst,40.000000000000000
ABBY_007,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.768935999999900,-122.361007000000000,WGS84,10N,549684.251999999000000,5068573.756000000000000,0.230000000000000,444.480000000000000,0.260000000000000,437.620000000000000,454.290000000000000,9.650000000000000,225.000000000000000,evergreenForest,Inceptisols,Geo 7X (H-Star),20160518,747,6.700000000000000,5.700000000000000,bet|brd|cdw|cfc|dhp|div|hbp|vst,40.000000000000000
ABBY_008,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.771357999999900,-122.355222999999000,WGS84,10N,550131.807000000000000,5068846.389000000000000,0.210000000000000,352.639999999999000,0.360000000000000,347.649999999999000,359.399999999999000,9.090000000000000,45.000000000000000,evergreenForest,Inceptisols,Geo 7X (H-Star),20160519,351,4.000000000000000,1.800000000000000,bet|brd|cdw|cfc|dhp|div|hbp|vst,40.000000000000000
ABBY_025,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.769530000000000,-122.324489000000000,WGS84,10N,552523.062999999000000,5068663.054999990000000,0.200000000000000,321.800000000000000,0.250000000000000,314.699999999999000,325.759999999999000,12.680000000000000,135.000000000000000,mixedForest,Andisols,Geo 7X (H-Star),20160516,553,3.800000000000000,2.000000000000000,cdw|cfc|dhp|div|hbp|vst,40.000000000000000
ABBY_020,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.767791000000000,-122.303342000000000,WGS84,10N,554169.000000000000000,5068483.929999990000000,0.190000000000000,505.379999999999000,0.210000000000000,489.879999999999000,511.589999999999000,11.310000000000000,225.000000000000000,evergreenForest,Andisols,Geo 7X (H-Star),20160606,402,14.000000000000000,7.600000000000000,brd|div,40.000000000000000
ABBY_010,41,unitedStates,WA,Clark,Pacific Northwest,D16,Abby Road,ABBY,distributed,basePlot,,1600.000000000000000,40m x 40m,45.776549000000000,-122.375934000000000,WGS84,10N,548516.969000000000000,5069410.372000000000000,0.170000000000000,552.629999999999000,0.250000000000000,552.070000000000000,561.090000000000000,3.430000000000000,135.000000000000000,evergreenForest,Inceptisols,Geo 7X (H-Star),20160608,611,6.700000000000000,2.800000000000000,bet|brd|cdw|cfc|dhp|div|hbp|vst,40.000000000000000
