uid.x,namedLocation,domainID.x,siteID.x,sampleID,collectDate,lmaSampleID,lmaSampleCondition,scanDate,cfc_LMA_freshWeight,ovenStartDate.x,ovenEndDate.x,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,remarks,dataQF,ligninSampleID,ligninPercent,cellulosePercent,measurementQF,nlcdClass.x,geodeticDatum,decimalLatitude,decimalLongitude,elevation,samplingProtocolVersion,subplotID.x,samplingMethod,vstTag,tagID,individualID,taxonID.x,scientificName.x,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,subsample1Height,subsample2Height,subsample3Height,ligninSampleID.x,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,measurementQF.x,sampleCondition.x,extractionStartDate,extractionLength,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,handlingQF,testMethod.x,uid.x.x,namedLocation.x,domainID.x.x,siteID.x.x,plotID.x,collectDate.x,cnSampleID.x,archiveSampleID,remarks.x,dataQF.x,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,instrument,d15N,d13C,uid.y,eventID,domainID.y,siteID.y,plotID,subplotID.y,nestedSubplotID,pointID,stemDistance,stemAzimuth,cfcOnlyTag,supportingStemIndividualID,previouslyTaggedAs,taxonID.y,scientificName.y,plotType,utmZone,easting,northing,coordinateUncertainty,nlcdClass.y,UTM_E,UTM_N
89731074-355c-48e3-9896-806f76079541,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=,2017-07-24T12:29:00Z,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2rQpHbV08Y6g=,OK,2017-07-24T20:15:00Z,3.108,2017-07-25T22:00:00Z,2017-07-28T12:45:00Z,3,18126.7,89,86.7,NA,NA,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=,18.81,20.38,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,21,line launcher,N,13004,NEON.PLA.D02.SCBI.13004,QUAL,Quercus alba L.,"Live, physically damaged",NA,NA,NA,NA,NA,7,NA,NA,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=,50,0.15,0.58,0.52,0.34,0.12,241.5,38.7,3.6,75.2,12.4,0,OK,2017-08-02,48,20,11.63,3.58,2.55,0,NEON_ChlandCarotenoids_Methanol,86126314-cc49-434d-b95d-49ab86532cf5,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T12:29:00Z,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2TM9SwPpPt9o=,HvxvVDlCk1+52DmmtjULpk2KHiWTONl2Yt5V+pUiTkk=,NA,NA,2.55,49,19.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,0,-29.8,cc511156-116d-4a51-91b1-2762be4a82e0,vst_SCBI_2017,D02,SCBI,SCBI_005,21,NA,21,3.7,73.4,Y,NA,NA,QUAL,Quercus alba L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746128.3357935256,4309570.217046959
ebe49b01-1653-4247-9235-52dc7dcb47e5,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvsrCrVemJtdg3hXHAfverKug==,OK,2017-07-24T20:20:00Z,1.842,2017-07-25T22:00:00Z,2017-07-28T12:42:00Z,2,11001,87,82,NA,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,17.17,19.41,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,31,line launcher,Y,00279,NEON.PLA.D02.SCBI.00279,FRAM2,Fraxinus americana L.,"Live, insect damaged",NA,NA,NA,NA,NA,25.1,27,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,50,0.22,0.88,1,0.37,0.18,31.3,71.9,7.2,18.5,25.2,0,OK,2017-08-02,48,20,9.99,2.96,2.64,0,NEON_ChlandCarotenoids_Methanol,0b2d26e5-091c-41c4-ae99-4d3714da41c7,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvs6cmKLR97Hmk=,HvxvVDlCk18recdnuMUehunN/NlpHPvsq7aM3WxxYM0=,NA,NA,2.24,49.67,22.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,0.4,-25.4,283e217d-f089-467e-988e-bf1c2b8214ce,vst_SCBI_2014,D02,SCBI,SCBI_005,31,NA,41,3.1,258.4,NA,NA,NA,FRAM2,Fraxinus americana L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746121.7533167263,4309568.536658444
ebe49b01-1653-4247-9235-52dc7dcb47e5,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvsrCrVemJtdg3hXHAfverKug==,OK,2017-07-24T20:20:00Z,1.842,2017-07-25T22:00:00Z,2017-07-28T12:42:00Z,2,11001,87,82,NA,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,17.17,19.41,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,31,line launcher,Y,00279,NEON.PLA.D02.SCBI.00279,FRAM2,Fraxinus americana L.,"Live, insect damaged",NA,NA,NA,NA,NA,25.1,27,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,50,0.22,0.89,0.97,0.37,0.17,29.7,63.1,6.3,19.6,23.9,0,OK,2017-08-02,48,20,9.99,2.96,2.64,0,NEON_ChlandCarotenoids_Methanol,0b2d26e5-091c-41c4-ae99-4d3714da41c7,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvs6cmKLR97Hmk=,HvxvVDlCk18recdnuMUehunN/NlpHPvsq7aM3WxxYM0=,NA,NA,2.24,49.67,22.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,0.4,-25.4,283e217d-f089-467e-988e-bf1c2b8214ce,vst_SCBI_2014,D02,SCBI,SCBI_005,31,NA,41,3.1,258.4,NA,NA,NA,FRAM2,Fraxinus americana L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746121.7533167263,4309568.536658444
ebe49b01-1653-4247-9235-52dc7dcb47e5,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvsrCrVemJtdg3hXHAfverKug==,OK,2017-07-24T20:20:00Z,1.842,2017-07-25T22:00:00Z,2017-07-28T12:42:00Z,2,11001,87,82,NA,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,17.74,19.25,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,31,line launcher,Y,00279,NEON.PLA.D02.SCBI.00279,FRAM2,Fraxinus americana L.,"Live, insect damaged",NA,NA,NA,NA,NA,25.1,27,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,50,0.22,0.88,1,0.37,0.18,31.3,71.9,7.2,18.5,25.2,0,OK,2017-08-02,48,20,9.99,2.96,2.64,0,NEON_ChlandCarotenoids_Methanol,0b2d26e5-091c-41c4-ae99-4d3714da41c7,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvs6cmKLR97Hmk=,HvxvVDlCk18recdnuMUehunN/NlpHPvsq7aM3WxxYM0=,NA,NA,2.24,49.67,22.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,0.4,-25.4,283e217d-f089-467e-988e-bf1c2b8214ce,vst_SCBI_2014,D02,SCBI,SCBI_005,31,NA,41,3.1,258.4,NA,NA,NA,FRAM2,Fraxinus americana L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746121.7533167263,4309568.536658444
ebe49b01-1653-4247-9235-52dc7dcb47e5,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvsrCrVemJtdg3hXHAfverKug==,OK,2017-07-24T20:20:00Z,1.842,2017-07-25T22:00:00Z,2017-07-28T12:42:00Z,2,11001,87,82,NA,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,17.74,19.25,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,31,line launcher,Y,00279,NEON.PLA.D02.SCBI.00279,FRAM2,Fraxinus americana L.,"Live, insect damaged",NA,NA,NA,NA,NA,25.1,27,NA,HvxvVDlCk18recdnuMUehunN/NlpHPvs7GwOX4Woi0wqWo0XAe6E9A==,50,0.22,0.89,0.97,0.37,0.17,29.7,63.1,6.3,19.6,23.9,0,OK,2017-08-02,48,20,9.99,2.96,2.64,0,NEON_ChlandCarotenoids_Methanol,0b2d26e5-091c-41c4-ae99-4d3714da41c7,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T13:06:00Z,HvxvVDlCk18recdnuMUehunN/NlpHPvs6cmKLR97Hmk=,HvxvVDlCk18recdnuMUehunN/NlpHPvsq7aM3WxxYM0=,NA,NA,2.24,49.67,22.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,0.4,-25.4,283e217d-f089-467e-988e-bf1c2b8214ce,vst_SCBI_2014,D02,SCBI,SCBI_005,31,NA,41,3.1,258.4,NA,NA,NA,FRAM2,Fraxinus americana L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746121.7533167263,4309568.536658444
5719c8ff-525f-4d53-bc23-af1e4f8a090b,SCBI_005.basePlot.cfc,D02,SCBI,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=,2017-07-24T15:09:00Z,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRMb4CDTGY9n4=,OK,2017-07-24T20:30:00Z,5.022,2017-07-25T22:00:00Z,2017-07-28T12:53:00Z,3,22112.5,96,75.4,NA,NA,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=,13.23,21.41,0,deciduousForest,WGS84,38.900539,-78.161859,269.8,NEON.DOC.001024vD,41,line launcher,N,13003,NEON.PLA.D02.SCBI.13003,LITU,Liriodendron tulipifera L.,Live,NA,NA,NA,NA,NA,25.6,26.3,26.6,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRtx+LCXQyZWQ=,50,0.06,1.72,0.74,0.63,0.13,212.8,272.6,3.7,22,24.2,0,OK,2017-08-02,48,20,11.39,3.8,2.41,0,NEON_ChlandCarotenoids_Methanol,6e5d692a-4c11-4503-8b3c-0f71b3c6b545,SCBI_005.basePlot.cfc,D02,SCBI,SCBI_005,2017-07-24T15:09:00Z,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhR45gOlfojzUk=,HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRHEsSl3TVxwM=,NA,NA,2.29,46.2,20.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,-0.6,-28.5,086be7e1-6b06-40e2-b8a6-b734f8a9f78a,vst_SCBI_2017,D02,SCBI,SCBI_005,41,NA,61,9.6,217.2,Y,NA,NA,LITU,Liriodendron tulipifera L.,distributed,17N,746124.79,4309569.16,20.1,deciduousForest,746118.9858484974,4309561.513312787
a8c2f568-f439-45f2-a99d-02a7b6991313,SCBI_004.basePlot.cfc,D02,SCBI,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=,2017-07-25T13:28:00Z,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1yGPazs82Hv0=,OK,2017-07-25T21:18:00Z,2.324,2017-07-25T22:00:00Z,2017-07-28T12:40:00Z,1,13428.9,99,65.1,NA,NA,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=,16.3,14.53,0,deciduousForest,WGS84,38.896935,-78.146456,312.6,NEON.DOC.001024vD,41,line launcher,Y,01151,NEON.PLA.D02.SCBI.01151,JUNI,Juglans nigra L.,Live,NA,NA,NA,NA,NA,24.1,NA,NA,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oJmhmKxzDCY=,50,0.16,1.68,1.98,0.55,0.11,67.5,53.2,25.1,46.9,16.5,0,OK,2017-08-02,48,20,9.52,3.01,3.2,0,NEON_ChlandCarotenoids_Methanol,fcdd8aaf-192c-4e8d-aedd-238903624add,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,2017-07-25T13:28:00Z,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1qp8ukYnPs5Y=,HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1uKGoRzt3DtU=,NA,NA,2.25,47.51,21.2,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,-1.6,-28.4,ba9b78c0-7151-4cd6-8aa6-3894843c1558,vst_SCBI_2014,D02,SCBI,SCBI_004,41,NA,41,5.2,53.1,NA,NA,NA,JUNI,Juglans nigra L.,distributed,17N,747473.3,4309210.83,20.3,deciduousForest,747477.4583602241,4309213.952185172
c7240363-b2b0-424c-ad48-2ae6c79cb549,SCBI_004.basePlot.cfc,D02,SCBI,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl2hZ7UP3OAE=,2017-07-25T13:29:00Z,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgclcizGZ4uwjb9CmhL1UFrFA==,OK,2017-07-25T21:25:00Z,3.022,2017-07-25T22:00:00Z,2017-07-28T12:48:00Z,1,14882.7,98,99.2,NA,NA,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==,16.52,22.98,0,deciduousForest,WGS84,38.896935,-78.146456,312.6,NEON.DOC.001024vD,31,line launcher,N,13002,NEON.PLA.D02.SCBI.13002,FRAM2,Fraxinus americana L.,"Live, insect damaged",NA,NA,NA,NA,NA,24,NA,NA,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcxBJk92JCu1ErBe8+n81eiw==,50,0.17,0.99,1.31,0.28,0.17,312.5,75,8.1,41.8,29.5,0,OK,2017-08-02,48,20,8.86,2.68,2.06,0,NEON_ChlandCarotenoids_Methanol,a8b719e2-f5ff-492a-8e12-9fc1d8bc7e98,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,2017-07-25T13:29:00Z,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcl0x6dA5X4eE=,HvxvVDlCk1/Ol10IGwAkvm1Z7kRTDOgcvPsxf3ugzR4=,NA,NA,1.92,48.87,25.4,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,-2,-26.7,d2038a57-fb05-41d0-96c1-eb3826a8d8da,vst_SCBI_2017,D02,SCBI,SCBI_004,31,NA,21,6.5,72.1,Y,NA,NA,FRAM2,Fraxinus americana L.,distributed,17N,747473.3,4309210.83,20.3,deciduousForest,747479.4853636252,4309212.827818016
6603f465-16a2-4d34-9e7d-9c45b938f430,SCBI_004.basePlot.cfc,D02,SCBI,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNS/W4G1Iat3s=,2017-07-25T14:26:00Z,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgN+0Gcd9TOmSU=,OK,2017-07-25T21:34:00Z,2.713,2017-07-25T22:00:00Z,2017-07-28T12:50:00Z,3,12054.3,99,107.6,NA,NA,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=,24.84,19.7,0,deciduousForest,WGS84,38.896935,-78.146456,312.6,NEON.DOC.001024vD,23,line launcher,N,13001,NEON.PLA.D02.SCBI.13001,QUVE,Quercus velutina Lam.,Live,NA,NA,NA,NA,NA,27.3,27.3,NA,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNKVYrgd/2kEY=,50,0.1,0.66,0.95,0.24,0.11,138.8,45.3,8.6,30.1,29.2,0,OK,2017-08-02,48,20,9.94,2.83,2.22,0,NEON_ChlandCarotenoids_Methanol,995c7b43-ba19-44ee-b20b-d3f09e735ae1,SCBI_004.basePlot.cfc,D02,SCBI,SCBI_004,2017-07-25T14:26:00Z,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNsG0EH30eQsE=,HvxvVDlCk1/dNwsE2B0+NGE0Ihj/3WgNRuxYDDyqCro=,NA,NA,2.09,46.91,22.5,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,-1.8,-28.7,7bd79b4f-31ae-4ce3-803f-97bfc1a24e2b,vst_SCBI_2017,D02,SCBI,SCBI_004,23,NA,25,14.4,302.4,Y,NA,NA,QUVE,Quercus velutina Lam.,distributed,17N,747473.3,4309210.83,20.3,deciduousForest,747461.1416778729,4309218.545905848
a05b63ca-dd03-4334-88a5-a8c02592b069,SCBI_045.basePlot.cfc,D02,SCBI,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0apRmAwsMvV50=,2017-07-25T16:57:00Z,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0a1a/JAgFiszI=,OK,2017-07-25T21:41:00Z,5.142,2017-07-25T22:00:00Z,2017-07-28T13:00:00Z,1,24929.3,95,85.2,NA,NA,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=,13.15,15.6,0,deciduousForest,WGS84,38.890566,-78.139431,359,NEON.DOC.001024vD,21,line launcher,Y,03301,NEON.PLA.D02.SCBI.03301,JUNI,Juglans nigra L.,Live,NA,NA,NA,NA,NA,9.2,NA,NA,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0aEQ9c64G813o=,50,0.17,1.48,1.65,0.28,0.11,31.1,55.5,10.4,32.6,15,0,OK,2017-08-02,48,20,9.58,3.37,3.23,0,NEON_ChlandCarotenoids_Methanol,9a2dc64d-c880-42be-ba77-8b0703e25fd0,SCBI_045.basePlot.cfc,D02,SCBI,SCBI_045,2017-07-25T16:57:00Z,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0a8YdujV1OoA4=,HvxvVDlCk1883DeQw28MdnJFN2Yr4f0azL4rC1E4FeU=,NA,NA,2.46,47.57,19.3,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface,-1.2,-29.2,13d1a6fd-019b-4db1-94ea-bd0486942ba7,vst_SCBI_2014,D02,SCBI,SCBI_045,21,NA,21,15.6,37.6,NA,NA,NA,JUNI,Juglans nigra L.,tower,17N,748104.83,4308522.98,20.1,deciduousForest,748114.3482645568,4308535.339718437
