"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",402047.7,402053.91,3279173.01,3279175.98,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"2",402030.11,402035.49,3279174.05,3279179.13,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_101","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"3",402035.5,402043.24,3279173.95,3279180.37,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_102","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"4",402067,402073.91,3279174.23,3279179.74,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_103","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"5",402081.14,402085.25,3279172.18,3279176.36,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_104","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"6",402001.55,402007.25,3279170.6,3279176.1,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_105","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"7",402037.7,402044.19,3279170.15,3279178.89,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_106","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"8",402024.2,402029.48,3279170.1,3279176.28,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_107","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"9",402054.5,402060.98,3279168.67,3279174.8,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_108","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"10",402094.61,402097.4,3279171.58,3279174.95,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_109","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"11",402021.75,402023.09,3279171.59,3279172.65,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_110","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"12",402080.05,402084.39,3279170.84,3279174.29,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_111","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"13",402030,402037.51,3279168.92,3279174.41,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_112","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"14",402001.02,402003.25,3279168.07,3279173.2,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_113","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"15",402005.63,402011.46,3279169.51,3279175,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_114","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
"16",402044.54,402049.26,3279167.98,3279174.8,"NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud_laz_silva_115","NEON_D03_OSBS_DP1_402000_3279000_classified_point_cloud.laz","2017_OSBS_3_402000_3279000_image.tif","Tree"
