"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",395003.42,395005.28,3280996.12,3280998.55,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"2",395104.07,395113.42,3280995.51,3280998.79,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"3",395674.07,395677.99,3280993.2,3280998.81,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"4",395108.54,395113.57,3280942.07,3280950.4,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"5",395118.46,395122.37,3280941.82,3280946.49,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"6",395476.38,395479.38,3280942.69,3280944.83,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"7",395482.24,395485.32,3280942.16,3280945.29,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"8",395537.72,395543.43,3280942.15,3280945.97,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"9",395589.6,395594.55,3280940.46,3280946.99,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"10",395816.55,395821.59,3280941.27,3280946.61,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"11",395847.08,395852.24,3280940.72,3280946.71,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
"12",395926.07,395932.49,3280940.82,3280949.5,"NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud_laz_silva_1008","NEON_D03_OSBS_DP1_395000_3280000_classified_point_cloud.laz","2017_OSBS_3_395000_3280000_image.tif","Tree"
