"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",401621.03,401625.96,3291995.17,3291999,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"2",401825.01,401828.41,3291995.02,3291998.83,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"3",401648.35,401651.14,3291980.11,3291983.15,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"4",401689.32,401695.45,3291844.03,3291854.47,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"5",401880.59,401886.89,3291847.06,3291853.96,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"6",401978.75,401982.27,3291847.45,3291852.28,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"7",401559.51,401566.38,3291845.67,3291852,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"8",401654.12,401662.45,3291843.07,3291852.47,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"9",401720.13,401724.17,3291845.64,3291850.65,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
"10",401571.13,401581.45,3291844.29,3291852.49,"NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_401000_3291000_classified_point_cloud.laz","2017_OSBS_3_401000_3291000_image.tif","Tree"
