"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",398996.38,398998.88,3290775.3,3290778.35,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"2",398990.7,398996.95,3290752.59,3290757.89,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"3",398947.01,398951.95,3290651.02,3290653.97,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"4",398898.03,398901.95,3290226.19,3290229.86,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"5",398942.14,398947.76,3290223.62,3290229.92,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"6",398988.96,398991.45,3290226.08,3290229.79,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"7",398992.84,398995.47,3290226.09,3290228.33,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"8",398864.13,398866.47,3290224.69,3290228.49,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"9",398873.28,398878.11,3290225.76,3290228.72,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
"10",398881.15,398885.78,3290225.52,3290228.82,"NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_398000_3290000_classified_point_cloud.laz","2017_OSBS_3_398000_3290000_image.tif","Tree"
