"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",398798.01,398803.83,3278841.08,3278844.73,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"2",398793.15,398798.43,3278826.51,3278830.56,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"3",398801.6,398807.22,3278794.12,3278798.49,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"4",398936.07,398940.99,3278649.61,3278659.42,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"5",398947.22,398953.39,3278652.62,3278659.87,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"6",398928.51,398936.18,3278651.6,3278656.6,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"7",398983.47,398991.89,3278650.09,3278657.41,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"8",398908.12,398913.43,3278650.65,3278656.48,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"9",398765.14,398771.3,3278651.54,3278655.21,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"10",398783.89,398789.4,3278652.06,3278657.74,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"11",398810.25,398817.82,3278653.15,3278658.98,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"12",398902.57,398908.95,3278648.52,3278658.75,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1008","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"13",398941.01,398947.9,3278653.03,3278656.17,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1009","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"14",398838.18,398840.81,3278796.52,3278799.69,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_101","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"15",398778.09,398781.31,3278650.03,3278654.67,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1010","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"16",398760.58,398765.16,3278650.56,3278655.31,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1011","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"17",398801.38,398807.96,3278649.19,3278655.86,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1012","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"18",398757.05,398761.37,3278650.76,3278654.29,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1013","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"19",398808.35,398812.92,3278649.83,3278656.83,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1014","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"20",398818.36,398825.48,3278649.56,3278654.23,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1015","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"21",398966.35,398966.49,3278648.75,3278649.8,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1016","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"22",398996.1,398998.9,3278650.88,3278653.97,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1017","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"23",398812.64,398817.79,3278649.69,3278653.33,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1018","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"24",398939.19,398947.87,3278648.06,3278653,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1019","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"25",398786.09,398792.99,3278796.32,3278799.49,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_102","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"26",398833.13,398837.62,3278650.18,3278652.67,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1020","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
"27",398927.65,398937.41,3278646.77,3278654.63,"NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud_laz_silva_1021","NEON_D03_OSBS_DP1_398000_3278000_classified_point_cloud.laz","2017_OSBS_3_398000_3278000_image.tif","Tree"
