"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",397906.3,397909.42,3288285.69,3288289.35,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"2",397987.59,397991.04,3288280.33,3288283.04,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"3",397990.41,397995.32,3288249.87,3288254.49,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_102","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"4",397963.49,397968.39,3288246.57,3288253.99,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_104","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"5",397904.7,397908.32,3288250.61,3288254.42,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_105","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"6",397941.62,397948.87,3288247.05,3288251.41,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_106","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"7",397965.7,397973.42,3288244.1,3288254.42,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_107","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"8",397932.18,397941.02,3288246.39,3288254,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_108","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"9",397955.07,397961.83,3288279.96,3288285.64,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_11","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"10",397948.55,397955.45,3288243.42,3288251.95,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_110","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"11",397955.56,397964.39,3288244.79,3288249.38,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_111","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"12",397942.62,397949.49,3288242.55,3288248.15,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_112","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
"13",397935.98,397941.98,3288243.67,3288246.49,"NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud_laz_silva_113","NEON_D03_OSBS_DP1_397000_3288000_classified_point_cloud.laz","2017_OSBS_3_397000_3288000_image.tif","Tree"
