"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",398769.93,398770.72,3276998.86,3276998.93,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"2",398873.01,398877.97,3276995.83,3276998.71,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"3",398934.03,398943.88,3276980.31,3276989.72,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"4",398904.35,398911.47,3276831.03,3276837.37,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"5",398976.86,398981.79,3276833.07,3276838,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"6",398992.53,398995.44,3276833.52,3276837.77,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"7",398762.31,398765.34,3276833.08,3276836.26,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"8",398768.51,398772.89,3276834.47,3276834.64,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"9",398814.21,398818.53,3276832.56,3276838.64,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"10",398931.03,398933.16,3276835.15,3276838.64,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"11",398990.05,398992.99,3276833.54,3276837.29,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"12",398789.09,398792.94,3276831.23,3276835.99,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1008","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"13",398841.75,398844.13,3276838.01,3276839.48,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1009","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"14",398824.7,398828.98,3276981.19,3276986.39,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_101","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"15",398946.25,398951.36,3276832,3276836.94,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1010","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"16",398818.02,398822.4,3276832.28,3276837.06,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1011","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"17",398950.63,398955.34,3276831.93,3276836.88,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1012","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"18",398971.05,398974.98,3276831.66,3276836.12,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1013","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"19",398983.18,398988.43,3276831.46,3276836.45,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1014","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"20",398988.51,398991.18,3276832.05,3276836.43,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1015","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"21",398776.14,398781.4,3276831.36,3276836,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1016","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"22",398783.42,398788.81,3276832.66,3276836.02,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1017","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"23",398844.14,398849.64,3276830.51,3276835.29,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1018","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"24",398966.99,398971.45,3276830.71,3276836.22,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1019","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"25",398750.51,398754.97,3276981.53,3276984.39,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_102","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"26",398975.27,398980.72,3276830.15,3276835.13,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1020","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"27",398896.04,398899.46,3276831.47,3276834.86,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1021","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"28",398810.54,398814.82,3276829.39,3276835.65,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1022","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"29",398957.17,398963.47,3276830.37,3276836.33,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1023","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"30",398764.35,398767.91,3276829.97,3276833.15,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1024","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"31",398825.07,398829.36,3276830.73,3276833.96,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1025","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"32",398830.37,398836.46,3276830.56,3276833.9,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1026","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"33",398862.07,398862.07,3276832.02,3276832.02,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1027","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"34",398884.56,398885.38,3276832.9,3276832.98,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1028","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
"35",398771.59,398774.85,3276831.41,3276833.05,"NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud_laz_silva_1029","NEON_D03_OSBS_DP1_398000_3276000_classified_point_cloud.laz","2017_OSBS_3_398000_3276000_image.tif","Tree"
