"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",399515.14,399519.26,3292018.54,3292020.99,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"2",399529.71,399536.93,3292016.66,3292020.33,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_12","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"3",399357.31,399357.31,3292018.44,3292018.44,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_13","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"4",399510.54,399514.3,3292016.53,3292020.07,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_14","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"5",399507.04,399510.33,3292016.22,3292019.86,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_15","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"6",399516.06,399521.23,3292015.29,3292018.97,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_16","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"7",399540.05,399546.13,3292013.56,3292018.07,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_17","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"8",399248.13,399254.25,3292013.21,3292016.82,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_18","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"9",399522.02,399526.47,3292013.32,3292018.87,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_19","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"10",399520.61,399523.42,3292018.78,3292021,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_2","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"11",399255.64,399261.97,3292013.31,3292016.93,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_20","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"12",399262.07,399266.79,3292012.83,3292016.99,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_21","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"13",399267.08,399271.96,3292012.32,3292016.36,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_22","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"14",399285.2,399291.47,3292012.62,3292017.43,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_23","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"15",399293,399299.36,3292013.28,3292017.5,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_24","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"16",399526.51,399531.47,3292014.41,3292017.78,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_25","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"17",399280.32,399285.33,3292011.84,3292017.33,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_26","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"18",399329.5,399336.95,3292012.29,3292017.42,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_27","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"19",399499.71,399501.9,3292013.93,3292017.46,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_28","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"20",399502.06,399504.34,3292012.89,3292017.47,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_29","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
"21",399523.85,399526.42,3292018.05,3292020.1,"NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud_laz_silva_3","NEON_D03_OSBS_DP1_399000_3292000_classified_point_cloud.laz","2017_OSBS_3_399000_3292000_image.tif","Tree"
