"","xmin","xmax","ymin","ymax","box","lidar_path","rgb_path","label"
"1",397680.64,397684.98,3280995.04,3280998.88,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"2",397710.03,397715.3,3280994.85,3280998.96,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_10","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"3",397710.59,397714.29,3280964.1,3280968.28,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_100","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"4",397028.05,397032.05,3280762.99,3280768.82,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1000","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"5",397141.39,397145.3,3280763.91,3280765.8,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1001","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"6",397845.62,397851.43,3280760.66,3280769.41,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1002","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"7",397917.59,397930.35,3280762.6,3280766.6,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1003","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"8",397963.01,397969.87,3280759.08,3280767.81,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1004","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"9",397034.09,397038.32,3280762.14,3280767.5,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1005","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"10",397178.54,397181.93,3280762.59,3280765.85,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1006","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"11",397191.24,397196.4,3280762.54,3280765.89,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1007","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"12",397196.59,397196.91,3280762.38,3280763.88,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1008","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"13",397756.09,397761.76,3280760.7,3280767.89,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1009","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"14",397740.14,397745.48,3280963.94,3280969.41,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_101","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"15",397851.78,397857.87,3280763.06,3280768.47,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1010","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"16",397858.08,397860.98,3280764.55,3280769.88,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1011","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"17",397992.58,397999,3280762.58,3280767.42,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1012","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"18",397045.68,397049.17,3280760.93,3280767.72,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1013","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"19",397959.1,397963.8,3280761.61,3280766.95,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1014","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"20",397039.4,397041.95,3280761.62,3280765.91,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1015","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"21",397160.84,397161.71,3280763.62,3280764.87,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1016","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"22",397203.58,397206,3280762.48,3280765.71,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1017","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"23",397835.73,397842.12,3280758.32,3280767.37,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1018","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
"24",397907.51,397915.65,3280761.15,3280765.98,"NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud_laz_silva_1019","NEON_D03_OSBS_DP1_397000_3280000_classified_point_cloud.laz","2017_OSBS_3_397000_3280000_image.tif","Tree"
