"","treeID","xmin","xmax","ymin","ymax","Algorithm","lidar_path","rgb_path","label","numeric_label","tile_xmin","tile_xmax","tile_ymin","tile_ymax"
"1",1,258000.002,258000.989,4106133.076,4106138.319,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"2",2,258032.501,258041.482,4106291.036,4106299.994,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"3",3,258016.053,258023.96,4106297.507,4106301.997,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"4",4,258035.513,258042.49,4106302.507,4106310.493,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"5",5,258056.007,258064.828,4106337.531,4106341.981,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"6",6,258055.558,258064.489,4106348.506,4106358.992,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"7",7,258039.536,258046.93,4106435.519,4106443.99,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"8",8,258067.023,258070.482,4106484.685,4106490.464,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"9",9,258106.513,258114.931,4106485.014,4106492.497,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"10",10,258105.555,258114.471,4106482.007,4106485.965,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"11",11,258107.507,258113.492,4106477.008,4106481.993,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"12",12,258114.51,258117.822,4106465.111,4106468.488,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"13",13,258097.079,258104.466,4106019.007,4106026.498,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"14",14,258137.505,258139.972,4106009.591,4106012.493,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"15",15,258134.012,258139.991,4106041.047,4106049.41,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"16",16,258022.616,258030.499,4106079.028,4106088.975,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"17",17,258164.013,258169.953,4106125.548,4106132.997,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"18",18,258168.508,258175.476,4106125.197,4106131.469,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"19",19,258155.008,258159.454,4106121.526,4106128.366,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"20",20,258151.07,258157.493,4106108.081,4106116.995,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
"21",21,258174.009,258178.404,4106105.556,4106113.433,"Silva","NEON_D17_SJER_DP1_258000_4106000_classified_point_cloud_colorized.laz","2018_SJER_3_258000_4106000_image.tif","Tree",1,258000,258999.999,4106000,4106999.999
